station_id,name,lat,lng,trips_ended,trips_started,trips_total,fpct_started,fpct_ended,fpct_total
150,Fort Dearborn Dr & 31st St,41.83856,-87.60822,602,594,1196,0.2492,0.2741,0.2617
302,Sheffield Ave & Wrightwood Ave,41.92871,-87.65383,584,608,1192,0.2813,0.3271,0.3037
327,Sheffield Ave & Webster Ave,41.92169,-87.65371,592,590,1182,0.2814,0.2787,0.28
303,Broadway & Cornelia Ave,41.94551,-87.64598,612,535,1147,0.2467,0.3137,0.2824
332,Halsted St & Diversey Pkwy,41.93334,-87.64875,587,551,1138,0.245,0.2436,0.2443
242,Damen Ave & Leland Ave,41.96709,-87.67903,565,572,1137,0.2465,0.1929,0.2199
166,Ashland Ave & Wrightwood Ave,41.92883,-87.66851,589,539,1128,0.3024,0.2581,0.2793
299,Halsted St & Roscoe St,41.94366,-87.64892,547,566,1113,0.2261,0.2194,0.2228
260,Kedzie Ave & Milwaukee Ave,41.92957,-87.70786,611,499,1110,0.2385,0.2209,0.2288
42,Wabash Ave & Cermak Rd,41.85324,-87.62534,554,544,1098,0.1452,0.1444,0.1448
178,State St & 19th St,41.85659,-87.62754,520,553,1073,0.2007,0.2154,0.2078
338,Calumet Ave & 18th St,41.85761,-87.61941,550,517,1067,0.2863,0.3055,0.2962
243,Lincoln Ave & Leavitt St,41.96239,-87.68415,556,500,1056,0.206,0.2158,0.2112
337,Clark St & Chicago Ave,41.89654,-87.63093,523,498,1021,0.251,0.2371,0.2439
239,Western Ave & Leland Ave,41.96655,-87.68849,518,498,1016,0.2369,0.2085,0.2224
334,Lake Shore Dr & Belmont Ave,41.94078,-87.63919,532,461,993,0.2516,0.1974,0.2226
120,Wentworth Ave & Archer Ave,41.85456,-87.63194,536,453,989,0.2075,0.2817,0.2477
119,Ashland Ave & Lake St,41.88541,-87.66732,517,465,982,0.2258,0.1683,0.1955
257,Lincoln Ave & Waveland Ave,41.94911,-87.67511,509,441,950,0.3152,0.3104,0.3126
296,Broadway & Belmont Ave,41.94011,-87.64545,474,475,949,0.2695,0.2911,0.2803
216,California Ave & Division St,41.90303,-87.69747,486,456,942,0.364,0.323,0.3428
238,Ravenswood Ave & Montrose Ave,41.96163,-87.6741,473,466,939,0.2403,0.2368,0.2385
