station_id,name,lat,lng,trips_ended,trips_started,trips_total,fpct_started,fpct_ended,fpct_total
263,Elizabeth St & Hester St,40.71729,-73.99638,14382,14360,28742,0.3003,0.2991,0.2997
72,W 52 St & 11 Ave,40.76727,-73.99393,14582,14095,28677,0.2484,0.2305,0.2393
254,W 11 St & 6 Ave,40.73532,-73.998,14608,13965,28573,0.2738,0.2752,0.2745
432,E 7 St & Avenue A,40.72622,-73.9838,13814,14713,28527,0.2723,0.2629,0.2677
268,Howard St & Centre St,40.71911,-73.99973,14243,14022,28265,0.2632,0.2641,0.2637
529,W 42 St & 8 Ave,40.75757,-73.99099,14605,13425,28030,0.1447,0.1395,0.142
303,Mercer St & Spring St,40.72363,-73.9995,13630,14363,27993,0.274,0.2884,0.281
461,E 20 St & 2 Ave,40.73588,-73.98205,14241,13640,27881,0.2765,0.2762,0.2763
195,Liberty St & Broadway,40.70906,-74.01043,13951,13885,27836,0.1948,0.2056,0.2002
290,2 Ave & E 58 St,40.7602,-73.96478,13352,14291,27643,0.2255,0.2162,0.221
510,W 51 St & 6 Ave,40.76066,-73.98042,15157,12471,27628,0.1728,0.1608,0.1662
531,Forsyth St & Broome St,40.71894,-73.99266,13495,13948,27443,0.3036,0.2909,0.2974
212,W 16 St & The High Line,40.74335,-74.00682,13886,13468,27354,0.2392,0.2464,0.2429
2003,1 Ave & E 18 St,40.73416,-73.98024,13784,13442,27226,0.2916,0.2597,0.2754
79,Franklin St & W Broadway,40.71912,-74.00667,13321,13473,26794,0.2589,0.2573,0.2581
306,Cliff St & Fulton St,40.70824,-74.0053,13602,13093,26695,0.2213,0.2299,0.2257
438,St Marks Pl & 1 Ave,40.72779,-73.98565,13551,13122,26673,0.2903,0.2646,0.2772
307,Canal St & Rutgers St,40.71427,-73.9899,13200,13449,26649,0.3049,0.292,0.2985
496,E 16 St & 5 Ave,40.73726,-73.99239,13119,13388,26507,0.2419,0.2534,0.2476
328,Watts St & Greenwich St,40.72406,-74.00966,13345,13026,26371,0.2623,0.2445,0.2533
514,12 Ave & W 40 St,40.76088,-74.00278,14114,12203,26317,0.2782,0.26,0.2684
280,E 10 St & 5 Ave,40.73332,-73.9951,13148,13086,26234,0.2821,0.2811,0.2816
361,Allen St & Hester St,40.71606,-73.99191,12842,13252,26094,0.3156,0.3074,0.3116
403,E 2 St & 2 Ave,40.72503,-73.9907,13447,12616,26063,0.2628,0.2812,0.2723
493,W 45 St & 6 Ave,40.7568,-73.98291,13457,12425,25882,0.1466,0.159,0.153
489,10 Ave & W 28 St,40.75066,-74.00177,12976,12822,25798,0.2372,0.2377,0.2375
346,Bank St & Hudson St,40.73653,-74.00618,13041,12590,25631,0.2755,0.2638,0.2695
527,E 33 St & 1 Ave,40.74316,-73.97435,12746,12825,25571,0.2375,0.2226,0.2301
458,11 Ave & W 27 St,40.7514,-74.00523,13071,12452,25523,0.2376,0.239,0.2383
495,W 47 St & 10 Ave,40.7627,-73.99301,12966,12503,25469,0.17,0.169,0.1695
394,E 9 St & Avenue C,40.72521,-73.97769,12788,12539,25327,0.3029,0.3051,0.304
152,Warren St & Church St,40.71474,-74.00911,12608,12387,24995,0.2289,0.2444,0.2367
434,9 Ave & W 18 St,40.74317,-74.00366,13023,11903,24926,0.2394,0.2304,0.2347
478,11 Ave & W 41 St,40.7603,-73.99884,12761,11973,24734,0.2228,0.2173,0.22
500,Broadway & W 51 St,40.76229,-73.98336,11713,12752,24465,0.1469,0.1602,0.1533
264,Maiden Ln & Pearl St,40.70706,-74.00732,12538,11854,24392,0.2373,0.2398,0.2386
357,E 11 St & Broadway,40.73262,-73.99158,12419,11929,24348,0.2766,0.2638,0.2701
319,Park Pl & Church St,40.71336,-74.00938,12097,12087,24184,0.2168,0.2234,0.2201
164,E 47 St & 2 Ave,40.75323,-73.97033,11882,12078,23960,0.1852,0.208,0.1965
252,MacDougal St & Washington Sq,40.73226,-73.99852,11910,11982,23892,0.2718,0.2729,0.2723
369,Washington Pl & 6 Ave,40.73224,-74.00026,12163,11699,23862,0.2574,0.2532,0.2553
511,E 14 St & Avenue B,40.72939,-73.97772,11417,12327,23744,0.2748,0.2649,0.27
265,Stanton St & Chrystie St,40.72229,-73.99148,12175,11472,23647,0.2857,0.2789,0.2822
485,W 37 St & 5 Ave,40.75038,-73.98339,11796,11845,23641,0.1736,0.1653,0.1695
355,Bayard St & Baxter St,40.71602,-73.99974,11770,11603,23373,0.2414,0.2435,0.2425
512,W 29 St & 9 Ave,40.75007,-73.99839,11765,11606,23371,0.2213,0.2293,0.2253
367,E 53 St & Lexington Ave,40.75828,-73.97069,11996,11249,23245,0.1528,0.148,0.1503
238,Bank St & Washington St,40.7362,-74.00859,11908,11218,23126,0.2864,0.2831,0.2847
522,E 51 St & Lexington Ave,40.75715,-73.97208,11671,11367,23038,0.1702,0.1623,0.1662
487,E 20 St & FDR Drive,40.73314,-73.97574,11181,11640,22821,0.29,0.2892,0.2896
456,E 53 St & Madison Ave,40.75971,-73.97402,12121,10627,22748,0.1381,0.1467,0.1427
304,Broadway & Battery Pl,40.70463,-74.01362,11764,10955,22719,0.2164,0.23,0.2234
501,FDR Drive & E 35 St,40.74422,-73.97121,10291,12098,22389,0.2101,0.1916,0.2016
257,Lispenard St & Broadway,40.71939,-74.00247,11111,11252,22363,0.2272,0.2182,0.2227
383,Greenwich Ave & Charles St,40.73524,-74.00027,11223,10846,22069,0.2461,0.2606,0.2535
174,E 25 St & 1 Ave,40.73818,-73.97739,10791,11130,21921,0.2958,0.2759,0.286
300,Shevchenko Pl & E 6 St,40.72814,-73.99021,11215,10359,21574,0.2366,0.2382,0.2374
146,Hudson St & Reade St,40.71625,-74.00911,10514,10767,21281,0.2746,0.2705,0.2726
228,E 48 St & 3 Ave,40.7546,-73.97188,11142,10110,21252,0.1521,0.1567,0.1545
247,Perry St & Bleecker St,40.73535,-74.00483,10553,10602,21155,0.2872,0.2903,0.2887
350,Clinton St & Grand St,40.7156,-73.98703,10697,10358,21055,0.2991,0.2815,0.2902
320,Church St & Leonard St,40.71744,-74.00583,10573,10463,21036,0.2479,0.2567,0.2523
440,E 45 St & 3 Ave,40.75255,-73.97283,10510,10477,20987,0.1998,0.2021,0.201
415,Pearl St & Hanover Square,40.70472,-74.00926,10850,10098,20948,0.242,0.2277,0.2346
484,W 44 St & 5 Ave,40.755,-73.98014,10821,10057,20878,0.1451,0.1593,0.1525
473,Rivington St & Chrystie St,40.7211,-73.99193,10714,10104,20818,0.2725,0.2715,0.272
520,W 52 St & 5 Ave,40.75992,-73.97649,10852,9545,20397,0.1617,0.1563,0.1588
315,South St & Gouverneur Ln,40.70355,-74.0067,10381,9721,20102,0.2715,0.2759,0.2738
377,6 Ave & Canal St,40.72244,-74.00566,10270,9726,19996,0.2377,0.2453,0.2416
311,Norfolk St & Broome St,40.71723,-73.98802,9963,9943,19906,0.2742,0.2667,0.2704
2010,Grand St & Greene St,40.72165,-74.00235,10339,9447,19786,0.2741,0.2858,0.2802
309,Murray St & West St,40.71498,-74.01301,10142,9502,19644,0.191,0.1968,0.194
508,W 46 St & 11 Ave,40.76341,-73.99667,9967,9635,19602,0.2164,0.2135,0.2149
464,E 56 St & 3 Ave,40.75935,-73.9676,9995,9510,19505,0.1719,0.165,0.1684
480,W 53 St & 10 Ave,40.7667,-73.99062,10000,9475,19475,0.2109,0.1975,0.204
316,Fulton St & William St,40.70956,-74.00654,9652,9692,19344,0.2006,0.2171,0.2088
2006,Central Park S & 6 Ave,40.76591,-73.97634,9023,10238,19261,0.2336,0.256,0.2441
513,W 56 St & 10 Ave,40.76825,-73.98864,9521,9686,19207,0.1969,0.1877,0.1923
533,Broadway & W 39 St,40.753,-73.98722,8050,10929,18979,0.2048,0.2416,0.2204
526,E 33 St & 5 Ave,40.74766,-73.98491,9088,9889,18977,0.1921,0.2003,0.196
360,William St & Pine St,40.70718,-74.00887,9283,9658,18941,0.2092,0.2157,0.2124
324,DeKalb Ave & Hudson Ave,40.68989,-73.98101,10121,8787,18908,0.2745,0.2714,0.2728
296,Division St & Bowery,40.71413,-73.99705,9725,9145,18870,0.2765,0.2702,0.2733
449,W 52 St & 9 Ave,40.76462,-73.98789,9132,9645,18777,0.1849,0.1831,0.184
538,W 49 St & 5 Ave,40.75795,-73.97788,9573,9193,18766,0.1738,0.1673,0.1705
455,1 Ave & E 44 St,40.75002,-73.96905,9831,8898,18729,0.2283,0.2562,0.2429
160,E 37 St & Lexington Ave,40.74824,-73.97831,9091,9595,18686,0.2147,0.2017,0.2084
276,Duane St & Greenwich St,40.71749,-74.01046,9228,9265,18493,0.2604,0.2642,0.2623
376,John St & William St,40.70862,-74.00722,8907,9123,18030,0.2348,0.2635,0.249
330,Reade St & Broadway,40.7145,-74.00563,8953,9004,17957,0.2169,0.2304,0.2236
386,Centre St & Worth St,40.71495,-74.00234,8642,9307,17949,0.2495,0.2604,0.2547
412,Forsyth St & Canal St,40.71582,-73.99422,8731,9096,17827,0.2987,0.3115,0.305
224,Spruce St & Nassau St,40.71146,-74.00552,8897,8847,17744,0.2609,0.2672,0.2641
427,State St,40.70252,-74.01427,9000,8382,17382,0.2139,0.22,0.2171
454,E 51 St & 1 Ave,40.75456,-73.96593,8869,8355,17224,0.2371,0.2451,0.2412
362,Broadway & W 37 St,40.75173,-73.98754,7444,9586,17030,0.2259,0.2441,0.2339
233,Joralemon St & Adams St,40.69246,-73.98964,8534,8387,16921,0.2587,0.2403,0.2494
385,E 55 St & 2 Ave,40.75797,-73.96603,8407,8492,16899,0.2193,0.2281,0.2237
225,W 14 St & The High Line,40.74195,-74.00803,8459,8329,16788,0.2821,0.2931,0.2876
271,Ashland Pl & Hanson Pl,40.68528,-73.97806,8610,8019,16629,0.2573,0.2678,0.2627
267,Broadway & W 36 St,40.75098,-73.98765,8177,8435,16612,0.2039,0.1969,0.2005
351,Front St & Maiden Ln,40.70531,-74.00613,8499,8059,16558,0.2737,0.2565,0.2649
